run_id,chem_id,section_no,source,roundtrip,edit_similarity,chrf,ok
run-1,000001,1,"제품명: 벤젠 (Benzene)
CAS 번호: 71-43-2
권고 용도: 용매, 원료","제품명: 벤젠 (Benzene)
CAS 번호: 71-43-2
권고 용도: 용매, 원료",1.000000,1.000000,True
run-1,000001,2,"유해성 분류: 인화성 액체 2; 발암성 1A
경고 문구: 인화성 액체 및 증기. 암을 유발할 수 있음.","유해성 분류: 인화성 액체 2; 발암성 1A
경고 문구: 인화성 액체 및 증기. 암을 유발할 수 있음.",1.000000,1.000000,True
run-1,000001,4,"흡입: 신선한 공기로 이동. 증상이 지속되면 의료기관 상담.
피부 접촉: 오염된 의복 제거 후 물과 비누로 세척.","흡입: 신선한 공기로 이동. 증상이 지속되면 의료기관 상담.
피부 접촉: 오염된 의복 제거 후 물과 비누로 세척.",1.000000,1.000000,True
run-1,000002,1,"제품명: 아세톤 (Acetone)
CAS 번호: 67-64-1
권고 용도: 세정, 용매","제품명: 아세톤 (Acetone)
CAS 번호: 67-64-1
권고 용도: 세정, 용매",1.000000,1.000000,True
run-1,000002,2,"유해성 분류: 인화성 액체 2; 눈 자극 2A
경고 문구: 인화성 액체 및 증기. 심한 눈 자극을 일으킴.","유해성 분류: 인화성 액체 2; 눈 자극 2A
경고 문구: 인화성 액체 및 증기. 심한 눈 자극을 일으킴.",1.000000,1.000000,True
run-1,000002,7,"취급: 점화원으로부터 멀리. 정전기 방지 조치.
보관: 통풍이 잘 되는 곳에 밀폐 보관.","취급: 점화원으로부터 멀리. 정전기 방지 조치.
보관: 통풍이 잘 되는 곳에 밀폐 보관.",1.000000,1.000000,True
